Word,alternate-spellings,transliteration,Gloss,Strongs,frequency
"γενεαλογία, -ας, ἡ",,genealogia,genealogy,1076,2
"γενέσια, -ων, τό",,genesia,birthday celebration,1077,2
"γένεσις, -εως, ἡ",,genesis,"origin, birth, genealogy, lineage",1078,3
"γενετή, -ῆς, ἡ",,genetē,birth,1079,1
"γένημα, -τος, τό",,genēma,"fruit, produce, harvest",,
γεννάω,,gennaō,"рождать, порождать",1080,96
"γέννημα, -τος, τό",,gennēma,"offspring, child, brood, fruit",1081,9
"Γεννησαρέτ, ἡ",,Gennēsaret,Gennesaret,1082,3
"γέννησις, -εως, ἡ",,gennēsis,"nativity, birth",1083,2
"γεννητός, -ή, -όν",,gennētos,"born, begotten",1084,2
"γένος, -ους, τό",,genos,"раса, род, потомство, семья",1085,21
"γεραιός, -ά, -όν",,geraios,old,,
"Γερασηνός, -ή, -όν",,Gerasēnos,Gerasene,,3
"Γεργεσηνός, -ή, -όν",,Gergesēnos,from Gerasene,1086,1
"Γερμανία, -ας, ἡ",,Germania,Germay,,
"γερουσία, -ας, ἡ",,gerousia,"council of elders, body of elders",1087,1
"γέρων, -οντος, ὁ",,gerōn,old man,1088,1
γεύομαι,,geuomai,"пробовать, есть, вкушать",1089,15
γεωργέω,,geōrgeō,"farm, cultivate, work the soil, cultivate the soil",1090,1
"γεώργιον, -ου, τό",,geōrgion,"cultivated land, field, tilled field",1091,1
"γεωργός, -οῦ, ὁ",,geōrgos,"земледелец, виноградарь, фермер",1092,19
"γῆ, -ης, ἡ",,gē,"земля, почва",1093,245
"γῆρας, -ρως, τό",,gēras,old age,1094,1
γηράσκω,,gēraskō,"grow old, become old",1095,2
γίνομαι,,ginomai,"становиться, быть, рождаться",1096,677
γινώσκω,γιγνώσκω,ginōskō,"знать, познавать",1097,223
"γλαυκός, -ή, -όν",,glaukos,"blue-green, olive green",,
"γλεῦκος, -ους, τό",,gleukos,"sweet new wine, sweet wine",1098,1
"γλυκύς, -εια, -ύ",,glukus,sweet,1099,4
"γλῶσσα, -ης, ἡ",,glōssa,язык,1100,50
"γλωσσόκομον, -ου, τό",,glōssokomon,"money box, bag, purse, box, chest",1101,2
"γναφεύς, -έως, ὁ",,gnapheus,"one who cleans woolen cloth, launderer, fuller, cloth-dresser",1102,1
"γνήσιος, -α, -ον",,gnēsios,"genuine, true, legitimate, real",1103,4
γνησίως,,gnēsiōs,"sincerely, genuinely, truly, honorably",1104,1
"γνόφος, -ου, ὁ",,gnophos,"darkness, gloom",1105,1
"γνώμη, -ης, ἡ",,gnōmē,"purpose, opinion, consent, decision, counsel, judgment, intention",1106,9
γνωρίζω,,gnōrizō,"делать известным, открывать, узнавать",1107,24
"γνῶσις, -εως, ἡ",,gnōsis,знание,1108,29
"γνώστης, -ου, ὁ",,gnōstēs,"expert, one who knows",1109,1
"γνωστός, -ή, -όν",,gnōstos,"знакомый, приятель",1110,15
γογγύζω,,gogguzō,"mutter, murmur, whisper, grumble",1111,8
"γογγυσμός, -οῦ, ὁ",,goggusmos,"grumbling, murmuring, complaint",1112,4
"γογγυστής, -οῦ, ὁ",,goggustēs,"grumbler, murmurer",1113,1
"γόης, -ητος, ὁ",,goēs,"swindler, cheat, impostor, conjurer, deceiver, imposter",1114,1
"Γολγοθᾶ, ἡ",,Golgotha,Golgotha,1115,3
"Γόμορρα, -ας, ἡ",,Gomorra,Gomorrah,1116,5
"γόμος, -ου, ὁ",,gomos,"cargo, freight",1117,3
"γονεύς, -έως, ὁ",,goneus,родители,1118,19
"γόνυ, -ατος, τό",,gonu,колено,1119,12
γονυπετέω,,gonupeteō,"fall on the knees, kneel down, supplicate, entreat",1120,4
"γράμμα, -τος, τό",,gramma,"буква, письмо, расписка, учение",1121,15
"γραμματεύς, -έως, ὁ",,grammateus,"учитель и знаток закона, городской клерк",1122,67
"γραμματική, -ας, ἡ",,grammatikē,grammar,,
"γραπτός, -ή, -όν",,graptos,written,1123,1
"γραφή, -ῆς, ἡ",,graphē,писание,1124,51
γράφω,,graphō,писать,1125,190
γραώδης,,graōdēs,"characteristic of an elderly woman, belonging to old women",1126,1
γρηγορέω,,grēgoreō,"бодрствовать, быть на страже",1127,23
"Γρηγόριος, ὁ",,Grēgorios,Gregory,,
γυμνάζω,,gumnazō,"train, undergo discipline, train by physical exercise",1128,4
"γυμνασία, -ας, ἡ",,gumnasia,"training, discipline, physical exercise",1129,1
γυμνητεύω,,gumnēteuō,am poorly clad,1130,1
γυμνιτεύω,,gumniteuō,be poorly clothed,,1
"γυμνός, -ή, -όν",,gumnos,"голый, нагой, без верхней одежды",1131,15
"γυμνότης, -ητος, ἡ",,gumnotēs,"nakedness, exposure, destitution",1132,3
"γυναικάριον, -ου, τό",,gunaikarion,"little, idle or foolish woman, woman, poor weak woman",1133,1
"γυναικεῖος, -α, -ον",,gunaikeios,"feminine, female, belonging to woman, of woman",1134,1
"γυνή, -αικός, ἡ",,gunē,"женщина, жена",1135,221
"Γώγ, ὁ",,Gōg,Gog,1136,1
"γωνία, -ας, ἡ",,gōnia,"angle, corner, secret place",1137,9
δαιμονίζομαι,,daimonizomai,"быть бесноватым, быть одержимым демоном",1139,13
"δαιμόνιον, -ου, τό",,daimonion,"демон, бес, злой дух",1140,61
δαιμονιώδης,,daimoniōdēs,"demonic, devilish, demon-like",1141,1
"δαίμων, -ονος, ὁ",,daimōn,"demon, evil spirit",1142,4
δάκνω,,daknō,"bite, backbite, harm seriously",1143,1
"δάκρυον, -ου, τό",,dakruon,слеза,1144,11
δακρύω,,dakruō,"weep, shed tears",1145,1
"δακτύλιος, -ου, ὁ",,daktulios,"ring, finger ring",1146,1
"δάκτυλος, -ου, ὁ",,daktulos,finger,1147,8
"Δαλμανουθά, ἡ",,Dalmanoutha,Dalmanutha,1148,1
"Δαλματία, -ας, ἡ",,Dalmatia,Dalmatia,1149,1
δαμάζω,,damazō,"tame, subdue",1150,4
"δάμαλις, -εως, ἡ",,damalis,"heifer, young cow",1151,1
"Δάμαρις, -ιδος, ἡ",,Damaris,Damaris,1152,1
"Δαμασκηνός, -ή, -όν",,Damaskēnos,"from Damascus, inhabitant of Damascus",1153,1
"Δαμασκός, -οῦ, ἡ",,Damaskos,Дамаск,1154,15
δανείζω,,daneizō,"lend, borrow",1155,4
"δάνειον, -ου, τό",,daneion,"loan, debt",1156,1
"δανειστής, ὁ",,daneistēs,"lender, creditor",1157,1
δανίζω,,danizō,"lend money, borrow money",,4
"Δανιήλ, ὁ",,Daniēl,Daniel,1158,2
"δανιστής, ",,danistēs,creditor,,1
δαπανάω,,dapanaō,"spend, spend freely, bear expense, waste",1159,5
"δαπάνη, -ης, ἡ",,dapanē,"cost, expense",1160,1
"Δαυίδ, ὁ","Δαυείδ, Δαβίδ",Dauid,Давид,1138,59
δέ,,de,"но, же, однако",1161,2787
"Δεββώρα, -ας, ἡ",,Debbōra,Deborah,,
"δέησις, -εως, ἡ",,deēsis,"молитва, просьба, прошение",1162,19
δεῖ,,dei,"должно, надлежит, необходимо",1163,104
"δεῖγμα, -τος, τό",,deigma,"proof, example, type",1164,1
δειγματίζω,,deigmatizō,"make a show of, expose, disgrace, hold up as an example",1165,1
δείκνυμι,,deiknumi,"показывать, указывать, открывать",1166,31
"δειλία, -ας, ἡ",,deilia,"cowardice, timidity",1167,1
δειλιάω,,deiliaō,"cowardly, fearful, shrink",1168,1
"δειλός, -ή, -όν",,deilos,"cowardly, timid",1169,3
"δεῖνα, , ὁ",,deina,"certain one, so and so, such a one",1170,1
"δεινός, -ή, -όν",,deinos,"terrible, fearful, marvellous, strange",,
δεινῶς,,deinōs,"terribly, vehemently",1171,2
δειπνέω,,deipneō,"eat, dine",1172,4
"δεῖπνον, -ου, τό",,deipnon,ужин,1173,16
"δεισιδαιμονία, -ας, ἡ",,deisidaimonia,"religion, religion in general, superstition",1175,1
δεισιδαίμων,,deisidaimōn,"devout, religious, respectful of what is divine",1174,1
δέκα,,deka,"Десять, 10",1176,27
δεκαδύο,,dekaduo,"twelve, 12",1177,2
δεκαέξ,,dekaex,"sixteen, 16",,
δεκαοκτώ,,dekaoktō,"eighteen, 18",,2
δεκαπέντε,,dekapente,"fifteen, 15",1178,3
"Δεκάπολις, -εως, ἡ",,Dekapolis,Decapolis,1179,3
δεκατέσσαρες,,dekatessares,"fourteen, 14",1180,5
"δεκάτη, -ης, ἡ",,dekatē,"tenth part, tithe",1181,4
"δέκατος, -η, -ον",,dekatos,tenth,1182,7
δεκατόω,,dekatoō,"collect or receive tithes, tithe, collect tithe from",1183,2
"δεκτός, -ή, -όν",,dektos,"acceptable, welcome, accepted",1184,5
δελεάζω,,deleazō,"lure, entice, allure, entice by a bait",1185,3
"δένδρον, -ου, τό",,dendron,дерево,1186,26
"δεξιολάβος, -ου, ὁ",,dexiolabos,"bowman, slinger, spearman",,
"δεξιόλαβος, -ου, ὁ",,dexiolabos,"one posted on the right hand, spear-man",1187,1
"δεξιός, -ά, -όν",,dexios,"правый, правая рука",1188,54
δέομαι,,deomai,"просить, умолять; молиться",1189,22
"δέος, -ους, τό",,deos,awe,,1
"Δερβαῖος, -α, -ον",,Derbaios,"from Derbe, belonging to Derbe",1190,1
"Δέρβη, -ης, ἡ",,Derbē,Derbe,1191,3
"δέρμα, -τος, τό",,derma,"skin, hide",1192,1
"δερμάτινος, -η, -ον",,dermatinos,"leather, made of skin, made of hide, leathern",1193,2
δέρω,,derō,"бить, избивать, колотить",1194,15
δεσμεύω,,desmeuō,"bind together, tie into a bundle, bind, put in chains",1195,3
δεσμέω,,desmeō,bind,1196,1
"δέσμη, -ης, ἡ",,desmē,bundle,1197,1
"δέσμιος, -ου, ὁ",,desmios,"заключенный, узник",1198,16
"δεσμός, -οῦ, ὁ",,desmos,"цепь, оковы, заключение (в тюрьму)",1199,20
"δεσμοφύλαξ, -ακος, ὁ",,desmophulax,"prison keeper, jailer, keeper of a prison",1200,3
"δεσμωτήριον, -ου, τό",,desmōtērion,"prison, jail",1201,4
"δεσμώτης, -ου, ὁ",,desmōtēs,"prisoner, captive",1202,2
"δεσπότης, -ου, ὁ",,despotēs,"владыка, хозяин, господин",1203,10
δεῦρο,,deuro,"until now, come here!, come, now, present",1204,9
δεῦτε,,deute,идите сюда!,1205,13
"δευτεραῖος, -α, -ον",,deuteraios,"on the second day, on the next day",1206,1
"δευτερόπρωτος, -ον",,deuteroprōtos,second-first,1207,1
"δεύτερος, -α, -ον",,deuteros,второй,1208,39
δέχομαι,,dechomai,"получать, принимать",1209,56
δέω,,deō,"связывать, заключать в тюрьму",1210,171
δή,,dē,"indeed, in fact, so then, truly",1211,7
"δῆλος, -η, -ον",,dēlos,"clear, evident, plain, manifest",1212,4
δηλόω,,dēloō,"show, make clear, reveal",1213,7
"Δημᾶς, -ᾶ, ὁ",,Dēmas,Demas,1214,3
δημηγορέω,,dēmēgoreō,make a public speech,1215,1
"Δημήτριος, -ου, ὁ",,Dēmētrios,Demetrius,1216,3
"δημιουργός, -οῦ, ὁ",,dēmiourgos,"builder, maker, creator, artisan",1217,1
"δῆμος, -ου, ὁ",,dēmos,"popular assembly, crowd, people, multitude, rabble",1218,4
"δημόσιος, -α, -ον",,dēmosios,"public, publicly",1219,4
"δηνάριον, -ου, τό",,dēnarion,денарий,1220,16
δήποτε,,dēpote,"even at that time, whenever",1221,1
δήπου,,dēpou,"of course, surely, indeed",1222,1
διά,δι᾽,dia,"через, в течение {+род}; из -за, ради {+вин}",1223,671
διαβαίνω,,diabainō,"go through, cross, pass through",1224,3
διαβάλλω,,diaballō,"bring charges, report, slander, complain of, accuse",1225,1
διαβεβαιόομαι,,diabebaioomai,"speak confidently, insist, assert emphatically",1226,2
διαβλέπω,,diablepō,"see clearly, look intently, see through",1227,2
"διάβολος, -ου, ὁ",,diabolos,дьявол,1228,37
διαγγέλλω,,diaggellō,"publish abroad, proclaim, announce throughout, spread the news of",1229,3
διαγίνομαι,,diaginomai,"go through, pass, elapse, elapse time",1230,3
διαγινώσκω,,diaginōskō,"distinguish, decide, know accurately, examine",1231,2
διαγνωρίζω,,diagnōrizō,"tell abroad, make known",1232,1
"διάγνωσις, -εως, ἡ",,diagnōsis,"decision, judicial examination",1233,1
διαγογγύζω,,diagogguzō,"complain, grumble, murmur greatly, continue murmuring",1234,2
διαγρηγορέω,,diagrēgoreō,"keep awake, awake fully, awake out of sleep, am thoroughly awake",1235,1
διάγω,,diagō,"spend one's life, live, spend time, pass time",1236,2
διαδέχομαι,,diadechomai,"receive in turn, receive in my turn",1237,1
"διάδημα, -τος, τό",,diadēma,"crown, head-wreath, diadem",1238,3
διαδίδωμι,,diadidōmi,"distribute, give, offer here and there, divide",1239,5
"διάδοχος, -ου, ὁ",,diadochos,successor,1240,1
διαζώννυμι,,diazōnnumi,"gird about, put on, gird, tie around",1241,3
"διαθήκη, -ης, ἡ",,diathēkē,"завет, завещание",1242,33
"διαίρεσις, -εως, ἡ",,diairesis,"division, variety, distribution, difference, distinction",1243,3
διαιρέω,,diaireō,"distribute, divide",1244,2
διακαθαίρω,,diakathairō,"thoroughly purge, clean out",,1
διακαθαρίζω,,diakatharizō,"clean out, cleanse thoroughly",1245,1
διακατελέγχομαι,,diakatelegchomai,"refute, overwhelm in argument, utterly refute",1246,1
διακονέω,,diakoneō,"служить, прислуживать за столом",1247,37
"διακονία, -ας, ἡ",,diakonia,"служение, помощь",1248,34
"διάκονος, -ου, ὁ",,diakonos,"слуга, служитель, дьякон",1249,30
"διακόσιοι, -αι, -α",,diakosioi,"two hundred, 200",1250,8
διακούω,,diakouō,"give a hearing, hear throughout, of a judicial hearing",1251,1
διακρίνω,,diakrinō,"судить, оценивать, разбираться, спорить, сомневаться",1252,19
"διάκρισις, -εως, ἡ",,diakrisis,"act of passing judgment, distinguishing, deciding, passing sentence on",1253,3
διακωλύω,,diakōluō,"prevent, obstinately prevent, hinder",1254,1
διαλαλέω,,dialaleō,"discuss, converse together, talk of",1255,2
διαλέγομαι,,dialegomai,"обсуждать, спорить, доказывать",1256,13
διαλείπω,,dialeipō,"stop, cease, give over, give up",1257,1
"διάλεκτος, -ου, ἡ",,dialektos,"speech, language",1258,6
διαλλάσσομαι,,diallassomai,"become reconciled to, reconcile myself with",1259,1
διαλλάσσω,,diallassō,reconcile,,
διαλογίζομαι,,dialogizomai,"обсуждать, спорить, рассуждать",1260,16
"διαλογισμός, -οῦ, ὁ",,dialogismos,"мысль, помышление, спор, раздор",1261,14
διαλύω,,dialuō,"break up, disperse",1262,1
διαμαρτύρομαι,,diamarturomai,"клятвенно заявлять, свидетельствовать, заклинать",1263,15
διαμάχομαι,,diamachomai,"contend sharply, strive greatly, contend fiercely",1264,1
διαμένω,,diamenō,"remain, continue",1265,5
διαμερίζω,,diamerizō,"разделять, распределять",1266,11
"διαμερισμός, -οῦ, ὁ",,diamerismos,"division, disunity, breaking up, discord, hostility",1267,1
διανέμω,,dianemō,"distribute, spread, divide into portions",1268,1
διανεύω,,dianeuō,"make a sign, nod continually, beckon",1269,1
"διανόημα, -τος, τό",,dianoēma,"thought, reasoning, cogitation",1270,1
"διάνοια, -ας, ἡ",,dianoia,"ум, понимание, мысль, интеллект",1271,13
διανοίγω,,dianoigō,"open up completely, open fully",1272,8
διανυκτερεύω,,dianuktereuō,spend the whole night,1273,1
διανύω,,dianuō,"complete, finish",1274,1
"διαπαρατριβή, -ῆς, ἡ",,diaparatribē,"wrangling, constant arguing",,1
διαπεράω,,diaperaō,"cross over, pass through",1276,6
διαπλέω,,diapleō,"sail through, sail over",1277,1
διαπονέομαι,,diaponeomai,"annoyed, disturbed, greatly troubled",1278,2
διαπορεύομαι,,diaporeuomai,"pass across, journey through",1279,5
διαπορέω,,diaporeō,"greatly perplexed, at a loss, in trouble, doubt, difficulty",1280,4
διαπραγματεύομαι,,diapragmateuomai,"gain by trading, earn, gain by business",1281,1
διαπρίω,,diapriō,"cut to the quick, infuriated",1282,2
διαρπάζω,,diarpazō,"plunder, rob thoroughly",1283,3
διαρρήγνυμι,,diarrēgnumi,"tear, break, rip",,2
διαρρήσσω,,diarrēssō,tear asunder,1284,5
διασαφέω,,diasapheō,"report, explain, make clear",1285,1
διασείω,,diaseiō,"extort, blackmail, extort from",1286,1
διασκορπίζω,,diaskorpizō,"scatter, separate, squander, winnow, disperse, waste",1287,9
διασπάω,,diaspaō,"tear apart, burst",1288,2
διασπείρω,,diaspeirō,"scatter, scatter like seed",1289,3
"διασπορά, -ᾶς, ἡ",,diaspora,"diaspora, dispersion",1290,3
διαστέλλομαι,,diastellomai,"set apart, fig. to distinguish, charge expressly, give a commission, order",1291,8
"διάστημα, -τος, τό",,diastēma,"interval, interval of time",1292,1
"διαστολή, -ῆς, ἡ",,diastolē,"difference, distinction, separation",1293,3
διαστρέφω,,diastrephō,"distort, pervert, misinterpret, corrupt, oppose",1294,7
διασώζω,,diasōzō,"save, bring safely to",1295,7
διασῴζω,,diasōzō,"bring safely through danger, save thoroughly",,1
