Word,alternate-spellings,transliteration,Gloss,Strongs,frequency
"γνωστός, -ή, -όν",,gnōstos,"known, acquaintance",1110,15
γογγύζω,,gogguzō,"mutter, murmur, whisper, grumble",1111,8
"γογγυσμός, -οῦ, ὁ",,goggusmos,"grumbling, murmuring, complaint",1112,4
"γογγυστής, -οῦ, ὁ",,goggustēs,"grumbler, murmurer",1113,1
"γόης, -ητος, ὁ",,goēs,"swindler, cheat, impostor, conjurer, deceiver, imposter",1114,1
"Γολγοθᾶ, ἡ",,Golgotha,Golgotha,1115,3
"Γόμορρα, -ας, ἡ",,Gomorra,Gomorrah,1116,5
"γόμος, -ου, ὁ",,gomos,"cargo, freight",1117,3
"γονεύς, -έως, ὁ",,goneus,parent,1118,20
"γόνυ, -ατος, τό",,gonu,knee,1119,12
γονυπετέω,,gonupeteō,"fall on the knees, kneel down, supplicate, entreat",1120,4
"γράμμα, -τος, τό",,gramma,"letter, writings, learning",1121,15
"γραμματεύς, -έως, ὁ",,grammateus,"scribe, town clerk, man of learning",1122,67
"γραμματική, -ας, ἡ",,grammatikē,grammar,,
"γραπτός, -ή, -όν",,graptos,written,1123,1
"γραφή, -ῆς, ἡ",,graphē,"writing, scripture",1124,51
γράφω,,graphō,write,1125,195
γραώδης,,graōdēs,"characteristic of an elderly woman, belonging to old women, such as old women tell",1126,1
γρηγορέω,,grēgoreō,"watch, keep watch, am awake, am vigilant",1127,23
"Γρηγόριος, ὁ",,Grēgorios,Gregory,,
γυμνάζω,,gumnazō,"train, undergo discipline, train by physical exercise",1128,4
"γυμνασία, -ας, ἡ",,gumnasia,"training, discipline, physical exercise",1129,1
γυμνητεύω,,gumnēteuō,am poorly clad,1130,1
γυμνιτεύω,,gumniteuō,be poorly clothed,,1
"γυμνός, -ή, -όν",,gumnos,"naked, wearing only under-garments, bare",1131,15
"γυμνότης, -ητος, ἡ",,gumnotēs,"nakedness, exposure, destitution",1132,3
"γυναικάριον, -ου, τό",,gunaikarion,"little, idle or foolish woman, woman, poor weak woman",1133,1
"γυναικεῖος, -α, -ον",,gunaikeios,"feminine, female, belonging to woman, of woman",1134,1
"γυνή, -αικός, ἡ",,gunē,"woman, wife",1135,214
"Γώγ, ὁ",,Gōg,Gog,1136,1
"γωνία, -ας, ἡ",,gōnia,"angle, corner, secret place",1137,9
δαιμονίζομαι,,daimonizomai,am demon possessed,1139,13
"δαιμόνιον, -ου, τό",,daimonion,"demon, evil spirit",1140,61
δαιμονιώδης,,daimoniōdēs,"demonic, devilish, demon-like",1141,1
"δαίμων, -ονος, ὁ",,daimōn,"demon, evil spirit",1142,4
δάκνω,,daknō,"bite, backbite, harm seriously",1143,1
"δάκρυον, -ου, τό",,dakruon,"teardrop, a tear",1144,11
δακρύω,,dakruō,"weep, shed tears",1145,1
"δακτύλιος, -ου, ὁ",,daktulios,"ring, finger ring",1146,1
"δάκτυλος, -ου, ὁ",,daktulos,finger,1147,8
"Δαλμανουθά, ἡ",,Dalmanoutha,Dalmanutha,1148,1
"Δαλματία, -ας, ἡ",,Dalmatia,Dalmatia,1149,1
δαμάζω,,damazō,"tame, subdue",1150,4
"δάμαλις, -εως, ἡ",,damalis,"heifer, young cow",1151,1
"Δάμαρις, -ιδος, ἡ",,Damaris,Damaris,1152,1
"Δαμασκηνός, -ή, -όν",,Damaskēnos,"from Damascus, inhabitant of Damascus",1153,1
"Δαμασκός, -οῦ, ἡ",,Damaskos,Damascus,1154,15
δανείζω,,daneizō,"lend, borrow",1155,4
"δάνειον, -ου, τό",,daneion,"loan, debt",1156,1
"δανειστής, ὁ",,daneistēs,"lender, creditor",1157,1
δανίζω,,danizō,"lend money, borrow money",,4
"Δανιήλ, ὁ",,Daniēl,Daniel,1158,2
"δανιστής, ",,danistēs,creditor,,1
δαπανάω,,dapanaō,"spend, spend freely, bear expense, waste",1159,5
"δαπάνη, -ης, ἡ",,dapanē,"cost, expense",1160,1
"Δαυίδ, ὁ","Δαυείδ, Δαβίδ",Dauid,David,1138,59
δέ,,de,"but, and, now",1161,2866
"Δεββώρα, -ας, ἡ",,Debbōra,Deborah,,
"δέησις, -εως, ἡ",,deēsis,"entreaty, prayer, supplication",1162,19
δεῖ,,dei,"it is necessary, inevitable",1163,104
"δεῖγμα, -τος, τό",,deigma,"proof, example, type",1164,1
δειγματίζω,,deigmatizō,"make a show of, expose, disgrace, hold up as an example",1165,1
δείκνυμι,,deiknumi,"show, point out",1166,31
"δειλία, -ας, ἡ",,deilia,"cowardice, timidity",1167,1
δειλιάω,,deiliaō,"be cowardly, fearful, shrink, am fearful",1168,1
"δειλός, -ή, -όν",,deilos,"cowardly, timid",1169,3
"δεῖνα, , ὁ",,deina,"certain one, so and so, such a one",1170,1
"δεινός, -ή, -όν",,deinos,"terrible, fearful, marvellous, strange",,
δεινῶς,,deinōs,"terribly, vehemently",1171,2
δειπνέω,,deipneō,"eat, dine",1172,4
"δεῖπνον, -ου, τό",,deipnon,"supper, dinner, afternoon or evening meal",1173,16
"δεισιδαιμονία, -ας, ἡ",,deisidaimonia,"religion, religion in general, superstition",1175,1
δεισιδαίμων,,deisidaimōn,"devout, religious, respectful of what is divine",1174,1
δέκα,,deka,"ten, 10",1176,27
δεκαδύο,,dekaduo,"twelve, 12",1177,2
δεκαοκτώ,,dekaoktō,eighteen,,
δεκαπέντε,,dekapente,"fifteen, 15",1178,3
"Δεκάπολις, -εως, ἡ",,Dekapolis,Decapolis,1179,3
δεκατέσσαρες,,dekatessares,"fourteen, 14",1180,5
"δεκάτη, -ης, ἡ",,dekatē,"tenth part, tithe",1181,
"δέκατος, -η, -ον",,dekatos,tenth,1182,7
δεκατόω,,dekatoō,"collect or receive tithes, tithe, collect tithe from",1183,2
"δεκτός, -ή, -όν",,dektos,"acceptable, welcome, accepted",1184,5
δελεάζω,,deleazō,"lure, entice, allure, entice by a bait",1185,3
"δένδρον, -ου, τό",,dendron,tree,1186,26
"δεξιολάβος, -ου, ὁ",,dexiolabos,"bowman, slinger, spearman",,1
"δεξιόλαβος, -ου, ὁ",,dexiolabos,"one posted on the right hand, spear-man",1187,
"δεξιός, -ά, -όν",,dexios,"right, right hand, on the right hand",1188,54
δέομαι,,deomai,"ask, request, beseech, beg",1189,22
"δέος, -ους, τό",,deos,awe,,1
"Δερβαῖος, -α, -ον",,Derbaios,"from Derbe, belonging to Derbe",1190,1
"Δέρβη, -ης, ἡ",,Derbē,Derbe,1191,3
"δέρμα, -τος, τό",,derma,"skin, hide",1192,1
"δερμάτινος, -η, -ον",,dermatinos,"leather, made of skin, made of hide, leathern",1193,2
δέρω,,derō,"beat, flay, flog, scourge",1194,15
δεσμεύω,,desmeuō,"bind together, tie into a bundle, bind, put in chains",1195,2
δεσμέω,,desmeō,bind,1196,1
"δέσμη, -ης, ἡ",,desmē,bundle,1197,1
"δέσμιος, -ου, ὁ",,desmios,"prisoner, one bound",1198,16
"δεσμός, -οῦ, ὁ",,desmos,"chain, bond, item for binding",1199,20
"δεσμοφύλαξ, -ακος, ὁ",,desmophulax,"prison keeper, jailer, keeper of a prison",1200,3
"δεσμωτήριον, -ου, τό",,desmōtērion,"prison, jail",1201,4
"δεσμώτης, -ου, ὁ",,desmōtēs,"prisoner, captive",1202,2
"δεσπότης, -ου, ὁ",,despotēs,"master, lord, or prince",1203,10
δεῦρο,,deuro,"until now, come here!, come, now, present",1204,9
δεῦτε,,deute,come!,1205,12
"δευτεραῖος, -α, -ον",,deuteraios,"on the second day, on the next day",1206,1
"δευτερόπρωτος, -ον",,deuteroprōtos,second-first,1207,1
"δεύτερος, -α, -ον",,deuteros,second,1208,44
δέχομαι,,dechomai,"receive, take, accept, welcome",1209,58
δέω,,deō,"bind, tie",1210,44
δή,,dē,"indeed, in fact, so then, truly",1211,7
"δῆλος, -η, -ον",,dēlos,"clear, evident, plain, manifest",1212,4
δηλόω,,dēloō,"show, make clear, reveal",1213,7
"Δημᾶς, -ᾶ, ὁ",,Dēmas,Demas,1214,3
δημηγορέω,,dēmēgoreō,make a public speech,1215,1
"Δημήτριος, -ου, ὁ",,Dēmētrios,Demetrius,1216,3
"δημιουργός, -οῦ, ὁ",,dēmiourgos,"builder, maker, creator, artisan",1217,1
"δῆμος, -ου, ὁ",,dēmos,"popular assembly, crowd, people, multitude, rabble",1218,4
"δημόσιος, -α, -ον",,dēmosios,"public, publicly",1219,4
"δηνάριον, -ου, τό",,dēnarion,denarius,1220,16
δήποτε,,dēpote,"even at that time, whenever",1221,1
δήπου,,dēpou,"of course, surely, indeed",1222,1
διά,δι᾽,dia,"through, across {+gen}, because of, on account of {+acc}",1223,671
διαβαίνω,,diabainō,"go through, cross, pass through",1224,3
διαβάλλω,,diaballō,"bring charges, report, slander, complain of, accuse",1225,1
διαβεβαιόομαι,,diabebaioomai,"speak confidently, insist, assert emphatically",1226,2
διαβλέπω,,diablepō,"see clearly, look intently, see through",1227,2
"διάβολος, -ου, ὁ",,diabolos,"slanderer, accuser, Devil, slanderous, Slanderer",1228,38
διαγγέλλω,,diaggellō,"publish abroad, proclaim, announce throughout, spread the news of",1229,3
διαγίνομαι,,diaginomai,"go through, pass, elapse, elapse time",1230,3
διαγινώσκω,,diaginōskō,"distinguish, decide, know accurately, examine",1231,2
διαγνωρίζω,,diagnōrizō,"tell abroad, make known",1232,1
"διάγνωσις, -εως, ἡ",,diagnōsis,"decision, judicial examination",1233,1
διαγογγύζω,,diagogguzō,"complain, grumble, murmur greatly, continue murmuring",1234,2
διαγρηγορέω,,diagrēgoreō,"keep awake, awake fully, awake out of sleep, am thoroughly awake",1235,1
διάγω,,diagō,"spend one's life, live, spend time, pass time",1236,2
διαδέχομαι,,diadechomai,"receive in turn, receive in my turn",1237,1
"διάδημα, -τος, τό",,diadēma,"crown, head-wreath, diadem",1238,3
διαδίδωμι,,diadidōmi,"distribute, give, offer here and there, divide",1239,4
"διάδοχος, -ου, ὁ",,diadochos,successor,1240,1
διαζώννυμι,,diazōnnumi,"gird about, put on, gird, tie around",1241,3
"διαθήκη, -ης, ἡ",,diathēkē,"covenant, will, testament",1242,33
"διαίρεσις, -εως, ἡ",,diairesis,"division, variety, distribution, difference, distinction",1243,3
διαιρέω,,diaireō,"distribute, divide",1244,2
διακαθαίρω,,diakathairō,"thoroughly purge, clean out",,1
διακαθαρίζω,,diakatharizō,"clean out, cleanse thoroughly",1245,2
διακατελέγχομαι,,diakatelegchomai,"refute, overwhelm in argument, utterly refute",1246,1
διακονέω,,diakoneō,"serve, minister, wait at table",1247,37
"διακονία, -ας, ἡ",,diakonia,"waiting at table, service, ministry",1248,34
"διάκονος, -ου, ὁ",,diakonos,"minister, deacon, servant, waiter",1249,30
"διακόσιοι, -αι, -α",,diakosioi,"two hundred, 200",1250,8
διακούω,,diakouō,"give a hearing, hear throughout, of a judicial hearing",1251,1
διακρίνω,,diakrinō,"discriminate, judge, doubt, distinguish, discern, hesitate",1252,19
"διάκρισις, -εως, ἡ",,diakrisis,"act of passing judgment, distinguishing, deciding, passing sentence on",1253,3
διακωλύω,,diakōluō,"prevent, obstinately prevent, hinder",1254,1
διαλαλέω,,dialaleō,"discuss, converse together, talk of",1255,2
διαλέγομαι,,dialegomai,"dispute, reason, converse, address, preach, lecture",1256,13
διαλείπω,,dialeipō,"stop, cease, give over, give up",1257,1
"διάλεκτος, -ου, ἡ",,dialektos,"speech, language",1258,6
διαλλάσσομαι,,diallassomai,"become reconciled to, reconcile myself with",1259,
διαλλάσσω,,diallassō,be reconciled,,1
διαλογίζομαι,,dialogizomai,"debate, reason, consider",1260,16
"διαλογισμός, -οῦ, ὁ",,dialogismos,"reasoning, questioning, thought, calculation, plotting",1261,14
διαλύω,,dialuō,"break up, disperse",1262,1
διαμαρτύρομαι,,diamarturomai,"testify solemnly, give solemn evidence",1263,15
διαμάχομαι,,diamachomai,"contend sharply, strive greatly, contend fiercely",1264,1
διαμένω,,diamenō,"remain, continue",1265,5
διαμερίζω,,diamerizō,"divide, distribute, divide up into parts, break up",1266,11
"διαμερισμός, -οῦ, ὁ",,diamerismos,"division, disunity, breaking up, discord, hostility",1267,1
διανέμω,,dianemō,"distribute, spread, divide into portions",1268,1
διανεύω,,dianeuō,"make a sign, nod continually, beckon",1269,1
"διανόημα, -τος, τό",,dianoēma,"thought, reasoning, cogitation",1270,1
"διάνοια, -ας, ἡ",,dianoia,"mind, understanding, thought, intellect",1271,12
διανοίγω,,dianoigō,"open up completely, open fully",1272,8
διανυκτερεύω,,dianuktereuō,spend the whole night,1273,1
διανύω,,dianuō,"complete, finish",1274,1
"διαπαρατριβή, -ῆς, ἡ",,diaparatribē,"wrangling, constant arguing",,1
διαπεράω,,diaperaō,"cross over, pass through",1276,6
διαπλέω,,diapleō,"sail through, sail over",1277,1
διαπονέομαι,,diaponeomai,"be annoyed, disturbed, am greatly troubled",1278,2
διαπορεύομαι,,diaporeuomai,"pass across, journey through",1279,5
διαπορέω,,diaporeō,"be greatly perplexed or at a loss, am in trouble, doubt, difficulty",1280,5
διαπραγματεύομαι,,diapragmateuomai,"gain by trading, earn, gain by business",1281,1
διαπρίομαι,,diapriomai,"be cut to the quick, be infuriated",,
διαπρίω,,diapriō,cut to the quick,1282,2
διαρπάζω,,diarpazō,"plunder, rob thoroughly",1283,4
διαρρήγνυμι,,diarrēgnumi,"tear, break, rip",,3
διαρρήσσω,,diarrēssō,tear asunder,1284,2
διασαφέω,,diasapheō,"report, explain, make clear",1285,1
διασείω,,diaseiō,"extort, blackmail, extort from",1286,1
διασκορπίζω,,diaskorpizō,"scatter, separate, squander, winnow, disperse, waste",1287,9
διασπάω,,diaspaō,"tear apart, burst",1288,2
διασπείρω,,diaspeirō,"scatter, scatter like seed",1289,3
"διασπορά, -ᾶς, ἡ",,diaspora,"diaspora, dispersion",1290,3
διαστέλλομαι,,diastellomai,"set apart, fig. to distinguish, charge expressly, give a commission, order",1291,8
"διάστημα, -τος, τό",,diastēma,"interval, interval of time",1292,1
"διαστολή, -ῆς, ἡ",,diastolē,"difference, distinction, separation",1293,3
διαστρέφω,,diastrephō,"distort, pervert, misinterpret, corrupt, oppose",1294,7
διασώζω,,diasōzō,"save, bring safely to",1295,4
διασῴζω,,diasōzō,"bring safely through danger, save thoroughly",,4
"διαταγή, -ῆς, ἡ",,diatagē,"ordinance, direction, ordaining, disposition",1296,2
"διάταγμα, -τος, τό",,diatagma,"edict, command, mandate, decree",1297,1
διαταράσσομαι,,diatarassomai,"confuse, perplex",,
διαταράσσω,,diatarassō,"trouble greatly, agitate",1298,1
διατάσσω,,diatassō,"command, give orders to, prescribe",1299,15
διατελέω,,diateleō,"continue, remain",1300,1
διατηρέω,,diatēreō,"keep free of, keep safe, hold fast",1301,2
διατίθεμαι,,diatithemai,"appoint, make",1303,
διατίθημι,,diatithēmi,"grant, dispose of by a will",,7
διατρίβω,,diatribō,"continue, tarry, stay",1304,10
"διατροφή, -ῆς, ἡ",,diatrophē,"food, nourishment",1305,1
διαυγάζω,,diaugazō,"shine through, dawn",1306,1
διαυγής,,diaugēs,"transparent, translucent",,1
διαφανής,,diaphanēs,"transparent, translucent",1307,
διαφέρω,,diapherō,"differ, carry through, surpass, excel",1308,13
διαφεύγω,,diapheugō,"escape, escape by flight",1309,1
διαφημίζω,,diaphēmizō,"spread abroad, report, publish abroad",1310,3
διαφθείρω,,diaphtheirō,"destroy utterly, spoil, corrupt, destroy, waste",1311,7
"διαφθορά, -ᾶς, ἡ",,diaphthora,"decay, corruption, destruction",1312,6
"διάφορος, -ον",,diaphoros,"various, different, excellent, differing",1313,4
διαφυλάσσω,,diaphulassō,"guard, protect, guard carefully, defend",1314,1
διαχειρίζομαι,,diacheirizomai,"lay violent hands on, put to death, lay my hands upon, slay, kill",1315,2
διαχλευάζω,,diachleuazō,"jeer, mock",,1
διαχωρίζομαι,,diachōrizomai,"separate myself from, part from",1316,
διαχωρίζω,,diachōrizō,"part, separate entirely",,1
"διδακτικός, -ή, -όν",,didaktikos,"able to teach, apt to teach",1317,2
"διδακτός, -ή, -όν",,didaktos,"instructed, taught",1318,3
"διδασκαλία, -ας, ἡ",,didaskalia,"teaching, doctrine, instruction",1319,21
"διδάσκαλος, -ου, ὁ",,didaskalos,teacher,1320,58
διδάσκω,,didaskō,teach,1321,97
"διδαχή, -ῆς, ἡ",,didachē,"teaching, instruction, doctrine",1322,30
"δίδραχμον, -ου, τό",,didrachmon,"double drachma, double-drachma, two drachmae",1323,2
"Δίδυμος, -ου, ὁ",,Didumos,"Didymus, Twin, Thomas",1324,3
δίδωμι,,didōmi,"give, offer",1325,416
διεγείρω,,diegeirō,"arouse completely, stir up, wake out of sleep, arouse",1326,6
διενθυμέομαι,,dienthumeomai,"ponder, reflect",,1
"διέξοδος, -ου, ἡ",,diexodos,"outlet, way out, public spot in a city",1327,1
"διερμηνευτής, -οῦ, ὁ",,diermēneutēs,"interpreter, translator",1328,1
διερμηνεύω,,diermēneuō,"translate, interpret, explain",1329,6
διέρχομαι,,dierchomai,"cross over, pass through",1330,42
διερωτάω,,dierōtaō,"ask about, learn by inquiry, find by inquiry",1331,1
διετής,,dietēs,two years old,1332,1
"διετία, -ας, ἡ",,dietia,"space of two years, two years",1333,2
διηγέομαι,,diēgeomai,"relate fully, relate in full, describe",1334,8
"διήγησις, -εως, ἡ",,diēgēsis,"narrative, account",1335,1
διηνεκής,,diēnekēs,"continuous, perpetual, continually",1336,4
"διθάλασσος, -ον",,dithalassos,"where two seas met, between two seas",1337,1
διϊκνέομαι,,diikneomai,"pierce, penetrate, pass through",1338,1
διΐστημι,,diistēmi,"put apart, separate, put some distance between",1339,3
διϊστημι,,diistēmi,"pass, part, go away",1339,
διϊσχυρίζομαι,,diischurizomai,"insist, maintain firmly, assert emphatically",1340,2
"δικαιοκρισία, -ας, ἡ",,dikaiokrisia,"righteous judgment, just judgment",1341,1
"Δικαιόπολις, -ου, ὁ",,Dikaiopolis,Dicaeopolis,,
"δίκαιος, -α, -ον",,dikaios,"righteous, just, impartial",1342,81
"δικαιοσύνη, -ης, ἡ",,dikaiosunē,"righteousness, justice, justness",1343,93
δικαιόω,,dikaioō,"justify, pronounce righteous, make righteous, defend the cause of",1344,39
"δικαίωμα, -τος, τό",,dikaiōma,"regulation, righteous deed, thing pronounced to be just",1345,10
